 | S: 13.78 | T: 1.100 | N: 2.69 | P: 4.06 | A: 4.00 3.93 5.00 
 | S: 1573.09 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.93 3.88 5.00 
 | S: 1573.16 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.93 3.88 5.00 
 | S: 1573.23 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.93 3.87 5.00 
 | S: 1573.30 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.94 3.88 5.00 
 | S: 1573.37 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.93 3.88 5.00 
 | S: 1573.44 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.93 3.88 5.00 
 | S: 1573.51 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.93 3.88 5.00 
 | S: 1573.58 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.94 3.88 5.00 
 | S: 1573.65 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.94 3.88 5.00 
 | S: 1573.72 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.93 3.88 5.00 
 | S: 1573.79 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.93 3.88 5.00 
 | S: 1573.86 | T: 1.100 | N: 2.80 | P: 4.06 | A: 3.93 3.88 5.00 
 | S: 1573.93 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.93 3.88 5.00 
 | S: 1574.00 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.93 3.88 5.00 
 | S: 1574.07 | T: 1.100 | N: 2.80 | P: 4.06 | A: 3.93 3.88 5.00 
 | S: 1574.14 | T: 1.100 | N: 2.80 | P: 4.06 | A: 3.93 3.87 5.00 
 | S: 1574.21 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.93 3.88 5.00 
 | S: 1574.28 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.94 3.88 5.00 
 | S: 1574.35 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.93 3.88 5.00 
 | S: 1574.42 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.94 3.88 5.00 
 | S: 1574.49 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.94 3.88 5.00 
 | S: 1574.56 | T: 1.100 | N: 2.81 | P: 4.06 | A: 3.94 3.88 5.00 
 | S: 1574.63 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.93 3.88 5.00 
 | S: 1574.70 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.93 3.88 5.00 
 | S: 1574.76 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.93 3.88 4.99 
 | S: 1574.83 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.93 3.88 5.00 
 | S: 1574.90 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.93 3.88 5.00 
 | S: 1574.97 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.93 3.88 5.00 
 | S: 1575.04 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.93 3.88 5.00 
 | S: 1575.11 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.93 3.88 5.00 
 | S: 1575.18 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.93 3.88 5.00 
 | S: 1575.25 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.93 3.88 5.00 
 | S: 1575.32 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.93 3.88 5.00 
 | S: 1575.39 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.93 3.88 5.00 
 | S: 1575.46 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.94 3.88 5.00 
 | S: 1575.53 | T: 1.100 | N: 2.80 | P: 4.06 | A: 3.94 3.88 5.00 
 | S: 1575.60 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.94 3.88 5.00 
 | S: 1575.67 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.94 3.88 5.00 
 | S: 1575.74 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.93 3.88 5.00 
 | S: 1575.81 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.93 3.88 5.00 
 | S: 1575.88 | T: 1.100 | N: 2.80 | P: 4.06 | A: 3.94 3.88 5.00 
 | S: 1575.95 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.94 3.88 5.00 
 | S: 1576.02 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.94 3.88 5.00 
 | S: 1576.09 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.93 3.88 5.00 
 | S: 1576.16 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.94 3.88 5.00 
 | S: 1576.23 | T: 1.100 | N: 2.80 | P: 4.06 | A: 3.94 3.88 5.00 
 | S: 1576.30 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.94 3.88 5.00 
 | S: 1576.37 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.93 3.88 5.00 
 | S: 1576.44 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.93 3.88 5.00 
 | S: 1576.51 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.93 3.88 5.00 
 | S: 1576.58 | T: 1.100 | N: 2.80 | P: 4.06 | A: 3.94 3.88 5.00 
 | S: 1576.65 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.94 3.88 5.00 
 | S: 1576.72 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.94 3.88 5.00 
 | S: 1576.79 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.94 3.88 5.00 
 | S: 1576.85 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.94 3.88 5.00 
 | S: 1576.93 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.94 3.88 5.00 
 | S: 1576.99 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.94 3.88 5.00 
 | S: 1577.06 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.94 3.88 5.00 
 | S: 1577.13 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.94 3.88 5.00 
 | S: 1577.20 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.94 3.88 5.00 
 | S: 1577.27 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.94 3.88 5.00 
 | S: 1577.34 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.94 3.88 5.00 
 | S: 1577.41 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.94 3.88 5.00 
 | S: 1577.48 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.94 3.88 5.00 
 | S: 1577.55 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.94 3.88 5.00 
 | S: 1577.62 | T: 1.100 | N: 2.80 | P: 4.06 | A: 3.94 3.88 5.00 
 | S: 1577.69 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.94 3.88 5.00 
 | S: 1577.76 | T: 1.100 | N: 2.80 | P: 4.06 | A: 3.93 3.88 5.00 
 | S: 1577.83 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.94 3.88 5.00 
 | S: 1577.90 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.94 3.88 5.00 
 | S: 1577.97 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.93 3.88 5.00 
 | S: 1578.04 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.94 3.88 5.00 
 | S: 1578.11 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.94 3.88 5.00 
 | S: 1578.18 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.94 3.88 5.00 
 | S: 1578.25 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.94 3.88 5.00 
 | S: 1578.32 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.94 3.88 5.00 
 | S: 1578.39 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.94 3.88 5.00 
 | S: 1578.46 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.94 3.88 5.00 
 | S: 1578.53 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.94 3.88 5.00 
 | S: 1578.60 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.94 3.88 5.00 
 | S: 1578.67 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.94 3.88 5.00 
 | S: 1578.74 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.94 3.88 5.00 
 | S: 1578.81 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.94 3.88 5.00 
 | S: 1578.88 | T: 1.100 | N: 2.80 | P: 4.06 | A: 3.94 3.88 5.00 
 | S: 1578.95 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.94 3.88 5.00 
 | S: 1579.02 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.94 3.88 5.00 
 | S: 1579.08 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.94 3.88 5.00 
 | S: 1579.15 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.94 3.88 5.00 
 | S: 1579.22 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.94 3.88 5.00 
 | S: 1579.29 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.94 3.88 5.00 
 | S: 1579.36 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.94 3.88 5.00 
 | S: 1579.43 | T: 1.100 | N: 2.80 | P: 4.06 | A: 3.94 3.88 5.00 
 | S: 1579.50 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.94 3.88 5.00 
 | S: 1579.57 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.94 3.88 5.00 
 | S: 1579.64 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.94 3.88 5.00 
 | S: 1579.71 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.94 3.88 5.00 
 | S: 1579.78 | T: 1.100 | N: 2.80 | P: 4.06 | A: 3.94 3.88 5.00 
 | S: 1579.85 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.94 3.88 5.00 
 | S: 1579.92 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.94 3.88 5.00 
 | S: 1579.99 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.94 3.89 5.00 
 | S: 1580.06 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.94 3.88 5.00 
 | S: 1580.13 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.94 3.89 5.00 
 | S: 1580.20 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.94 3.88 4.99 
 | S: 1580.27 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.94 3.88 5.00 
 | S: 1580.34 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.94 3.88 5.00 
 | S: 1580.41 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.94 3.88 5.00 
 | S: 1580.48 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.94 3.89 5.00 
 | S: 1580.55 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.94 3.88 5.00 
 | S: 1580.62 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.94 3.88 5.00 
 | S: 1580.69 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.94 3.88 5.00 
 | S: 1580.76 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.94 3.88 5.00 
 | S: 1580.83 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.94 3.88 5.00 
 | S: 1580.90 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.94 3.88 5.00 
 | S: 1580.97 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.94 3.88 5.00 
 | S: 1581.04 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.95 3.89 5.00 
 | S: 1581.11 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.94 3.88 5.00 
 | S: 1581.17 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.94 3.89 5.00 
 | S: 1581.24 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.94 3.88 5.00 
 | S: 1581.31 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.94 3.88 5.00 
 | S: 1581.38 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.94 3.88 5.00 
 | S: 1581.45 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.94 3.89 5.00 
 | S: 1581.52 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.94 3.88 4.99 
 | S: 1581.59 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.94 3.88 5.00 
 | S: 1581.66 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.94 3.88 5.00 
 | S: 1581.73 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.94 3.89 5.00 
 | S: 1581.80 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.94 3.88 5.00 
 | S: 1581.87 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.95 3.89 5.00 
 | S: 1581.94 | T: 1.100 | N: 2.80 | P: 4.06 | A: 3.94 3.88 5.00 
 | S: 1582.01 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.94 3.89 5.00 
 | S: 1582.08 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.94 3.88 5.00 
 | S: 1582.15 | T: 1.100 | N: 2.80 | P: 4.06 | A: 3.94 3.88 5.00 
 | S: 1582.22 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.94 3.88 5.00 
 | S: 1582.29 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.94 3.89 5.00 
 | S: 1582.36 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.94 3.88 4.99 
 | S: 1582.43 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.94 3.89 5.00 
 | S: 1582.50 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.94 3.89 5.00 
 | S: 1582.57 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.94 3.88 5.00 
 | S: 1582.64 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.94 3.89 5.00 
 | S: 1582.71 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.94 3.88 5.00 
 | S: 1582.78 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.94 3.89 5.00 
 | S: 1582.85 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.94 3.88 5.00 
 | S: 1582.92 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.94 3.89 5.00 
 | S: 1582.99 | T: 1.100 | N: 2.79 | P: 4.06 | A: 3.94 3.89 5.00 
 | S: 1583.06 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.94 3.88 5.00 
 | S: 1583.13 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.94 3.88 5.00 
 | S: 1583.20 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.95 3.89 5.00 
 | S: 1583.27 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.94 3.89 5.00 
 | S: 1583.34 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.94 3.89 5.00 
 | S: 1583.41 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.94 3.88 5.00 
 | S: 1583.47 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.94 3.89 5.00 
 | S: 1583.54 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.94 3.88 5.00 
 | S: 1583.61 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.94 3.89 5.00 
 | S: 1583.68 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.94 3.89 5.00 
 | S: 1583.75 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.94 3.88 5.00 
 | S: 1583.82 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.94 3.88 5.00 
 | S: 1583.89 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.94 3.89 5.00 
 | S: 1583.96 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.94 3.89 5.00 
 | S: 1584.03 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.94 3.89 5.00 
 | S: 1584.10 | T: 1.100 | N: 2.79 | P: 4.06 | A: 3.94 3.88 5.00 
 | S: 1584.17 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.94 3.89 5.00 
 | S: 1584.24 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.94 3.88 5.00 
 | S: 1584.31 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.94 3.89 5.00 
 | S: 1584.38 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.94 3.88 5.00 
 | S: 1584.45 | T: 1.100 | N: 2.79 | P: 4.06 | A: 3.94 3.89 5.00 
 | S: 1584.52 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.95 3.88 5.00 
 | S: 1584.59 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.94 3.89 5.00 
 | S: 1584.66 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.94 3.89 5.00 
 | S: 1584.73 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.94 3.88 5.00 
 | S: 1584.80 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.94 3.89 5.00 
 | S: 1584.87 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.94 3.88 4.99 
 | S: 1584.94 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.94 3.88 5.00 
 | S: 1585.01 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.95 3.89 5.00 
 | S: 1585.08 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.95 3.89 5.00 
 | S: 1585.15 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.94 3.89 5.00 
 | S: 1585.22 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.94 3.89 5.00 
 | S: 1585.29 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.94 3.89 5.00 
 | S: 1585.36 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.95 3.89 5.00 
 | S: 1585.43 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.94 3.89 5.00 
 | S: 1585.50 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.94 3.89 5.00 
 | S: 1585.56 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.94 3.88 5.00 
 | S: 1585.63 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.94 3.89 5.00 
 | S: 1585.70 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.95 3.88 5.00 
 | S: 1585.77 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.94 3.89 5.00 
 | S: 1585.84 | T: 1.100 | N: 2.79 | P: 4.06 | A: 3.94 3.88 5.00 
 | S: 1585.91 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.94 3.89 5.00 
 | S: 1585.98 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.95 3.89 5.00 
 | S: 1586.05 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.94 3.89 5.00 
 | S: 1586.12 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.94 3.88 5.00 
 | S: 1586.19 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.94 3.88 5.00 
 | S: 1586.26 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.94 3.89 5.00 
 | S: 1586.33 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.95 3.89 5.00 
 | S: 1586.40 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.94 3.89 5.00 
 | S: 1586.47 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.94 3.89 5.00 
 | S: 1586.54 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.95 3.89 5.00 
 | S: 1586.61 | T: 1.100 | N: 2.79 | P: 4.06 | A: 3.94 3.89 5.00 
 | S: 1586.68 | T: 1.100 | N: 2.79 | P: 4.06 | A: 3.94 3.89 5.00 
 | S: 1586.75 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.94 3.89 5.00 
 | S: 1586.82 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.95 3.89 5.00 
 | S: 1586.89 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.94 3.89 5.00 
 | S: 1586.96 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.95 3.89 5.00 
 | S: 1587.03 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.94 3.89 5.00 
 | S: 1587.10 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.94 3.89 5.00 
 | S: 1587.17 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.95 3.89 5.00 
 | S: 1587.24 | T: 1.100 | N: 2.78 | P: 4.05 | A: 3.94 3.89 5.00 
 | S: 1587.31 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.94 3.89 5.00 
 | S: 1587.38 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.94 3.89 5.00 
 | S: 1587.45 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.94 3.89 5.00 
 | S: 1587.52 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.94 3.89 5.00 
 | S: 1587.59 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.94 3.89 5.00 
 | S: 1587.66 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.95 3.89 5.00 
 | S: 1587.73 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.95 3.89 5.00 
 | S: 1587.80 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.95 3.89 5.00 
 | S: 1587.86 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.94 3.89 5.00 
 | S: 1587.93 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.94 3.88 5.00 
 | S: 1588.00 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.94 3.89 5.00 
 | S: 1588.07 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.94 3.89 5.00 
 | S: 1588.14 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.94 3.89 5.00 
 | S: 1588.21 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.95 3.89 5.00 
 | S: 1588.28 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.94 3.89 5.00 
 | S: 1588.35 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.95 3.89 5.00 
 | S: 1588.42 | T: 1.100 | N: 2.79 | P: 4.06 | A: 3.94 3.89 5.00 
 | S: 1588.49 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.95 3.89 4.99 
 | S: 1588.56 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.95 3.89 5.00 
 | S: 1588.63 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.95 3.89 5.00 
 | S: 1588.70 | T: 1.100 | N: 2.78 | P: 4.05 | A: 3.94 3.89 5.00 
 | S: 1588.77 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.95 3.89 5.00 
 | S: 1588.84 | T: 1.100 | N: 2.78 | P: 4.05 | A: 3.94 3.89 5.00 
 | S: 1588.91 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.94 3.89 5.00 
 | S: 1588.98 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.95 3.89 5.00 
 | S: 1589.05 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.94 3.89 5.00 
 | S: 1589.12 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.94 3.89 5.00 
 | S: 1589.19 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.94 3.89 5.00 
 | S: 1589.26 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.95 3.89 5.00 
 | S: 1589.33 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.95 3.89 5.00 
 | S: 1589.40 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.94 3.89 5.00 
 | S: 1589.47 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.94 3.89 5.00 
 | S: 1589.54 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.95 3.89 5.00 
 | S: 1589.61 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.95 3.89 5.00 
 | S: 1589.68 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.95 3.89 5.00 
 | S: 1589.75 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.95 3.89 5.00 
 | S: 1589.82 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.95 3.89 5.00 
 | S: 1589.89 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.95 3.89 5.00 
 | S: 1589.95 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.94 3.89 5.00 
 | S: 1590.02 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.94 3.89 5.00 
 | S: 1590.09 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.95 3.89 5.00 
 | S: 1590.16 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.95 3.89 5.00 
 | S: 1590.23 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.95 3.89 5.00 
 | S: 1590.30 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.94 3.89 5.00 
 | S: 1590.37 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.95 3.89 5.00 
 | S: 1590.44 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.95 3.89 5.00 
 | S: 1590.51 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.95 3.89 5.00 
 | S: 1590.58 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.95 3.89 5.00 
 | S: 1590.65 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.95 3.89 5.00 
 | S: 1590.72 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.95 3.89 4.99 
 | S: 1590.79 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.95 3.89 5.00 
 | S: 1590.86 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.95 3.89 5.00 
 | S: 1590.93 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.95 3.89 5.00 
 | S: 1591.00 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.95 3.89 5.00 
 | S: 1591.07 | T: 1.100 | N: 2.79 | P: 4.06 | A: 3.95 3.89 5.00 
 | S: 1591.14 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.95 3.89 5.00 
 | S: 1591.21 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.94 3.89 5.00 
 | S: 1591.28 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.94 3.89 5.00 
 | S: 1591.35 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.94 3.89 5.00 
 | S: 1591.42 | T: 1.100 | N: 2.79 | P: 4.06 | A: 3.94 3.89 5.00 
 | S: 1591.49 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.94 3.89 5.00 
 | S: 1591.56 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.95 3.89 5.00 
 | S: 1591.63 | T: 1.100 | N: 2.78 | P: 4.05 | A: 3.95 3.89 5.00 
 | S: 1591.70 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.95 3.89 5.00 
 | S: 1591.77 | T: 1.100 | N: 2.78 | P: 4.05 | A: 3.95 3.89 4.99 
 | S: 1591.84 | T: 1.100 | N: 2.79 | P: 4.06 | A: 3.95 3.89 5.00 
 | S: 1591.91 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.95 3.89 5.00 
 | S: 1591.98 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.95 3.89 5.00 
 | S: 1592.05 | T: 1.100 | N: 2.79 | P: 4.05 | A: 3.95 3.89 5.00 
